날짜,노선명,역명,승차총승객수,하차총승객수,총승하차인원,월
2022-10-20,2호선,잠실(송파구청),81226,81542,162768,10
2022-10-20,2호선,선릉,64849,57638,122487,10
2022-10-20,2호선,강남,85930,82926,168856,10
2022-10-20,2호선,사당,44067,47842,91909,10
2022-10-20,2호선,신림,61695,59124,120819,10
2022-10-20,2호선,구로디지털단지,65653,65655,131308,10
2022-10-20,2호선,홍대입구,63454,67865,131319,10
2022-10-20,3호선,고속터미널,44256,41924,86180,10
2022-10-20,4호선,서울역,13767,20971,34738,10
2022-10-20,4호선,사당,29112,25047,54159,10
2022-10-20,7호선,고속터미널,16640,14049,30689,10
2022-10-20,7호선,가산디지털단지,49132,49677,98809,10
2022-10-20,8호선,잠실(송파구청),15441,18380,33821,10
2022-10-20,9호선,고속터미널,14126,17958,32084,10
2022-10-20,경부선,서울역,8100,2422,10522,10
2022-10-20,경부선,가산디지털단지,20158,23424,43582,10
2022-10-20,경의선,서울역,5438,7001,12439,10
2022-10-20,경의선,홍대입구,2187,2635,4822,10
2022-10-20,분당선,선릉,15432,23458,38890,10
2022-10-20,신림선,신림,1645,2350,3995,10
2022-10-21,신림선,신림,1803,2401,4204,10
2022-10-21,분당선,선릉,14897,22770,37667,10
2022-10-21,공항철도 1호선,홍대입구,13591,14118,27709,10
2022-10-21,공항철도 1호선,서울역,13261,11803,25064,10
2022-10-21,경의선,홍대입구,2517,2972,5489,10
2022-10-21,경의선,서울역,5495,7237,12732,10
2022-10-21,경부선,가산디지털단지,19902,22844,42746,10
2022-10-21,경부선,서울역,10957,3312,14269,10
2022-10-21,9호선,고속터미널,16449,21932,38381,10
2022-10-21,8호선,잠실(송파구청),16612,20472,37084,10
2022-10-21,7호선,가산디지털단지,48166,48123,96289,10
2022-10-21,7호선,고속터미널,19874,15826,35700,10
2022-10-21,4호선,사당,30896,26776,57672,10
2022-10-21,4호선,서울역,13766,23543,37309,10
2022-10-21,3호선,고속터미널,53025,54225,107250,10
2022-10-21,2호선,홍대입구,70336,80354,150690,10
2022-10-21,2호선,구로디지털단지,66146,65908,132054,10
2022-10-21,2호선,신림,63607,60971,124578,10
2022-10-21,2호선,사당,45719,50895,96614,10
2022-10-21,2호선,강남,90659,90025,180684,10
2022-10-21,2호선,선릉,63198,56153,119351,10
2022-10-21,2호선,잠실(송파구청),92358,92188,184546,10
2022-10-21,1호선,서울역,58988,57555,116543,10
2022-10-22,경부선,가산디지털단지,7543,10086,17629,10
2022-10-22,경부선,서울역,12005,2950,14955,10
2022-10-22,9호선,고속터미널,17542,24958,42500,10
2022-10-22,8호선,잠실(송파구청),15017,18220,33237,10
2022-10-22,7호선,가산디지털단지,17063,15382,32445,10
2022-10-22,7호선,고속터미널,18094,13377,31471,10
2022-10-22,4호선,사당,26680,23828,50508,10
2022-10-22,4호선,서울역,11260,21503,32763,10
2022-10-22,3호선,고속터미널,58580,58170,116750,10
2022-10-22,2호선,홍대입구,77774,88649,166423,10
2022-10-22,2호선,구로디지털단지,40137,39630,79767,10
2022-10-22,2호선,신림,50926,48434,99360,10
2022-10-22,2호선,사당,38425,44468,82893,10
2022-10-22,2호선,강남,61669,62662,124331,10
2022-10-22,2호선,선릉,28302,25050,53352,10
2022-10-22,2호선,잠실(송파구청),88494,84960,173454,10
2022-10-22,1호선,서울역,57200,50709,107909,10
2022-10-22,경의선,서울역,2498,2227,4725,10
2022-10-22,경의선,홍대입구,2538,3126,5664,10
2022-10-22,공항철도 1호선,서울역,12827,11698,24525,10
2022-10-22,공항철도 1호선,홍대입구,15866,16070,31936,10
2022-10-22,분당선,선릉,5848,9176,15024,10
2022-10-22,신림선,신림,1397,1949,3346,10
2022-10-23,7호선,고속터미널,15698,9616,25314,10
2022-10-23,7호선,가산디지털단지,13112,11779,24891,10
2022-10-23,8호선,잠실(송파구청),11612,13397,25009,10
2022-10-23,신림선,신림,1134,1566,2700,10
2022-10-23,9호선,고속터미널,13988,19859,33847,10
2022-10-23,분당선,선릉,3251,4856,8107,10
2022-10-23,공항철도 1호선,홍대입구,12841,11742,24583,10
2022-10-23,공항철도 1호선,서울역,11361,10282,21643,10
2022-10-23,경의선,홍대입구,1937,2460,4397,10
2022-10-23,경의선,서울역,1506,1367,2873,10
2022-10-23,경부선,서울역,10350,2442,12792,10
2022-10-23,경부선,가산디지털단지,5613,7689,13302,10
2022-10-23,1호선,서울역,36000,35934,71934,10
2022-10-23,2호선,잠실(송파구청),63895,59443,123338,10
2022-10-23,2호선,선릉,15084,13162,28246,10
2022-10-23,2호선,강남,35186,33713,68899,10
2022-10-23,2호선,사당,27078,29942,57020,10
2022-10-23,2호선,신림,38155,36846,75001,10
2022-10-23,2호선,구로디지털단지,27870,26941,54811,10
2022-10-23,2호선,홍대입구,59761,59904,119665,10
2022-10-23,3호선,고속터미널,49547,45914,95461,10
2022-10-23,4호선,서울역,6014,15654,21668,10
2022-10-23,4호선,사당,19239,17711,36950,10
2022-10-24,신림선,신림,1651,2297,3948,10
2022-10-24,분당선,선릉,14993,22782,37775,10
2022-10-24,공항철도 1호선,홍대입구,10983,10896,21879,10
2022-10-24,공항철도 1호선,서울역,10846,9690,20536,10
2022-10-24,경의선,홍대입구,1792,2095,3887,10
2022-10-24,경의선,서울역,5196,6981,12177,10
2022-10-24,경부선,가산디지털단지,19736,23115,42851,10
2022-10-24,경부선,서울역,8207,2492,10699,10
2022-10-24,9호선,고속터미널,13377,17561,30938,10
2022-10-24,8호선,잠실(송파구청),15044,17672,32716,10
2022-10-24,7호선,가산디지털단지,49088,49293,98381,10
2022-10-24,7호선,고속터미널,16740,14008,30748,10
2022-10-24,4호선,사당,26674,22605,49279,10
2022-10-24,4호선,서울역,13232,20028,33260,10
2022-10-24,3호선,고속터미널,42758,41500,84258,10
2022-10-24,2호선,홍대입구,58323,60797,119120,10
2022-10-24,2호선,구로디지털단지,63444,63447,126891,10
2022-10-24,2호선,신림,59287,56797,116084,10
2022-10-24,2호선,사당,39141,42921,82062,10
2022-10-24,2호선,강남,82761,79641,162402,10
2022-10-24,2호선,선릉,63740,56252,119992,10
2022-10-24,2호선,잠실(송파구청),76574,76707,153281,10
2022-10-24,1호선,서울역,52086,50671,102757,10
2022-10-25,1호선,서울역,52070,51386,103456,10
2022-10-25,2호선,강남,86204,82248,168452,10
2022-10-25,2호선,선릉,66301,58574,124875,10
2022-10-25,2호선,잠실(송파구청),80974,81024,161998,10
2022-10-25,신림선,신림,1680,2317,3997,10
2022-10-25,분당선,선릉,15553,23483,39036,10
2022-10-25,공항철도 1호선,홍대입구,11482,11673,23155,10
2022-10-25,공항철도 1호선,서울역,10403,8921,19324,10
2022-10-25,경의선,홍대입구,1955,2263,4218,10
2022-10-25,경의선,서울역,5415,6988,12403,10
2022-10-25,경부선,가산디지털단지,20431,23387,43818,10
2022-10-25,경부선,서울역,7253,2285,9538,10
2022-10-25,9호선,고속터미널,13630,17400,31030,10
2022-10-25,8호선,잠실(송파구청),15324,17867,33191,10
2022-10-25,7호선,가산디지털단지,49624,50021,99645,10
2022-10-25,7호선,고속터미널,15961,14027,29988,10
2022-10-25,4호선,사당,30212,24848,55060,10
2022-10-25,4호선,서울역,13415,19510,32925,10
2022-10-25,3호선,고속터미널,42925,40375,83300,10
2022-10-25,2호선,홍대입구,61178,64113,125291,10
2022-10-25,2호선,구로디지털단지,65189,65112,130301,10
2022-10-25,2호선,신림,61099,58815,119914,10
2022-10-25,2호선,사당,43617,46985,90602,10
2022-10-26,공항철도 1호선,홍대입구,11667,11898,23565,10
2022-10-26,분당선,선릉,15522,23599,39121,10
2022-10-26,신림선,신림,1718,2321,4039,10
2022-10-26,4호선,사당,29150,24524,53674,10
2022-10-26,4호선,서울역,13818,20759,34577,10
2022-10-26,3호선,고속터미널,43541,40750,84291,10
2022-10-26,2호선,홍대입구,62835,66440,129275,10
2022-10-26,2호선,구로디지털단지,65315,65329,130644,10
2022-10-26,2호선,신림,62469,60204,122673,10
2022-10-26,2호선,사당,42807,46692,89499,10
2022-10-26,2호선,강남,85789,82544,168333,10
2022-10-26,2호선,선릉,65739,57979,123718,10
2022-10-26,2호선,잠실(송파구청),83791,84129,167920,10
2022-10-26,경의선,홍대입구,2082,2361,4443,10
2022-10-26,경의선,서울역,5376,6922,12298,10
2022-10-26,경부선,가산디지털단지,20321,23461,43782,10
2022-10-26,경부선,서울역,7808,2328,10136,10
2022-10-26,9호선,고속터미널,13813,17441,31254,10
2022-10-26,8호선,잠실(송파구청),15537,18510,34047,10
2022-10-26,7호선,가산디지털단지,49100,49572,98672,10
2022-10-26,7호선,고속터미널,16191,14169,30360,10
2022-10-26,1호선,서울역,53323,52499,105822,10
2022-10-26,공항철도 1호선,서울역,10783,9036,19819,10
2022-10-27,공항철도 1호선,서울역,11611,9567,21178,10
2022-10-27,공항철도 1호선,홍대입구,12164,12365,24529,10
2022-10-27,분당선,선릉,15173,23338,38511,10
2022-10-27,신림선,신림,1730,2305,4035,10
2022-10-27,경의선,홍대입구,2049,2513,4562,10
2022-10-27,경의선,서울역,5531,7053,12584,10
2022-10-27,경부선,가산디지털단지,20190,23456,43646,10
2022-10-27,경부선,서울역,8481,2585,11066,10
2022-10-27,9호선,고속터미널,14670,18030,32700,10
2022-10-27,8호선,잠실(송파구청),15585,18947,34532,10
2022-10-27,7호선,가산디지털단지,48587,49285,97872,10
2022-10-27,7호선,고속터미널,16994,14231,31225,10
2022-10-27,4호선,사당,29716,24807,54523,10
2022-10-27,4호선,서울역,13936,21583,35519,10
2022-10-27,3호선,고속터미널,45106,42348,87454,10
2022-10-27,2호선,홍대입구,65167,69114,134281,10
2022-10-27,2호선,구로디지털단지,65766,65429,131195,10
2022-10-27,2호선,신림,62353,59790,122143,10
2022-10-27,2호선,사당,43466,47697,91163,10
2022-10-27,2호선,강남,86413,83154,169567,10
2022-10-27,2호선,선릉,64921,57902,122823,10
2022-10-27,2호선,잠실(송파구청),83713,83963,167676,10
2022-10-27,1호선,서울역,54756,53221,107977,10
2022-10-28,1호선,서울역,61206,60155,121361,10
2022-10-28,2호선,잠실(송파구청),95408,95061,190469,10
2022-10-28,2호선,선릉,63366,56452,119818,10
2022-10-28,2호선,강남,91725,90765,182490,10
2022-10-28,2호선,사당,45253,50532,95785,10
2022-10-28,2호선,신림,64641,62306,126947,10
2022-10-28,2호선,구로디지털단지,66329,65898,132227,10
2022-10-28,2호선,홍대입구,73720,85831,159551,10
2022-10-28,3호선,고속터미널,54990,54840,109830,10
2022-10-28,4호선,서울역,14092,24588,38680,10
2022-10-28,4호선,사당,31632,26912,58544,10
2022-10-28,7호선,고속터미널,20732,15819,36551,10
2022-10-28,7호선,가산디지털단지,48021,47875,95896,10
2022-10-28,8호선,잠실(송파구청),16832,20964,37796,10
2022-10-28,9호선,고속터미널,16889,22606,39495,10
2022-10-28,경부선,서울역,11578,3481,15059,10
2022-10-28,경부선,가산디지털단지,19802,22991,42793,10
2022-10-28,경의선,서울역,5555,7262,12817,10
2022-10-28,경의선,홍대입구,2388,3003,5391,10
2022-10-28,공항철도 1호선,서울역,13512,11989,25501,10
2022-10-28,공항철도 1호선,홍대입구,14159,14686,28845,10
2022-10-28,분당선,선릉,14924,22819,37743,10
2022-10-28,신림선,신림,1721,2361,4082,10
2022-10-29,1호선,서울역,56563,52503,109066,10
2022-10-29,2호선,잠실(송파구청),91587,88028,179615,10
2022-10-29,2호선,선릉,27838,24797,52635,10
2022-10-29,2호선,강남,61621,63943,125564,10
2022-10-29,2호선,사당,38749,44432,83181,10
2022-10-29,2호선,신림,53290,50135,103425,10
2022-10-29,2호선,구로디지털단지,40806,39366,80172,10
2022-10-29,2호선,홍대입구,84196,102651,186847,10
2022-10-29,3호선,고속터미널,59658,59574,119232,10
2022-10-29,4호선,서울역,10227,22706,32933,10
2022-10-29,4호선,사당,28340,25123,53463,10
2022-10-29,7호선,고속터미널,19097,13350,32447,10
2022-10-29,7호선,가산디지털단지,16576,14957,31533,10
2022-10-29,8호선,잠실(송파구청),15783,19212,34995,10
2022-10-29,9호선,고속터미널,16821,24611,41432,10
2022-10-29,경부선,서울역,12728,3238,15966,10
2022-10-29,경부선,가산디지털단지,7636,9897,17533,10
2022-10-29,경의선,서울역,2247,2218,4465,10
2022-10-29,경의선,홍대입구,2872,4026,6898,10
2022-10-29,공항철도 1호선,서울역,12942,12140,25082,10
2022-10-29,공항철도 1호선,홍대입구,17602,17729,35331,10
2022-10-29,분당선,선릉,5969,9373,15342,10
2022-10-29,신림선,신림,1438,2022,3460,10
2022-10-30,2호선,잠실(송파구청),63695,59307,123002,10
2022-10-30,2호선,선릉,15502,13086,28588,10
2022-10-30,2호선,강남,36245,33716,69961,10
2022-10-30,2호선,사당,25900,28675,54575,10
2022-10-30,2호선,신림,38348,37358,75706,10
2022-10-30,2호선,구로디지털단지,27357,26993,54350,10
2022-10-30,2호선,홍대입구,62517,57812,120329,10
2022-10-30,3호선,고속터미널,48668,46693,95361,10
2022-10-30,4호선,서울역,5887,16513,22400,10
2022-10-30,4호선,사당,18637,17045,35682,10
2022-10-30,신림선,신림,1102,1655,2757,10
2022-10-30,7호선,고속터미널,16774,9916,26690,10
2022-10-30,7호선,가산디지털단지,11863,10989,22852,10
2022-10-30,8호선,잠실(송파구청),11442,12786,24228,10
2022-10-30,9호선,고속터미널,13394,19832,33226,10
2022-10-30,경부선,서울역,10972,2642,13614,10
2022-10-30,경부선,가산디지털단지,5596,7332,12928,10
2022-10-30,경의선,서울역,1518,1479,2997,10
2022-10-30,경의선,홍대입구,2097,2436,4533,10
2022-10-30,공항철도 1호선,서울역,11725,11249,22974,10
2022-10-30,공항철도 1호선,홍대입구,13147,11628,24775,10
2022-10-30,분당선,선릉,3256,4964,8220,10
2022-10-30,1호선,서울역,38311,39081,77392,10
2022-10-31,7호선,고속터미널,17079,14181,31260,10
2022-10-31,신림선,신림,1642,2245,3887,10
2022-10-31,분당선,선릉,14721,22689,37410,10
2022-10-31,7호선,가산디지털단지,48261,48639,96900,10
2022-10-31,8호선,잠실(송파구청),14537,17019,31556,10
2022-10-31,1호선,서울역,51812,49852,101664,10
2022-10-31,공항철도 1호선,홍대입구,11105,10764,21869,10
2022-10-31,공항철도 1호선,서울역,10671,9516,20187,10
2022-10-31,경의선,홍대입구,1851,2227,4078,10
2022-10-31,경의선,서울역,5414,6988,12402,10
2022-10-31,경부선,가산디지털단지,19639,22733,42372,10
2022-10-31,경부선,서울역,8673,2526,11199,10
2022-10-31,9호선,고속터미널,13060,17198,30258,10
2022-10-31,2호선,잠실(송파구청),73660,73843,147503,10
2022-10-31,2호선,선릉,62463,55437,117900,10
2022-10-31,2호선,강남,79691,76872,156563,10
2022-10-31,2호선,사당,38605,42642,81247,10
2022-10-31,2호선,신림,58839,56576,115415,10
2022-10-31,2호선,구로디지털단지,62453,62483,124936,10
2022-10-31,2호선,홍대입구,57913,61461,119374,10
2022-10-31,3호선,고속터미널,42015,40727,82742,10
2022-10-31,4호선,서울역,13221,19920,33141,10
2022-10-31,4호선,사당,26783,22649,49432,10
2022-11-01,7호선,고속터미널,15911,13797,29708,11
2022-11-01,신림선,신림,1692,2252,3944,11
2022-11-01,분당선,선릉,15185,23042,38227,11
2022-11-01,공항철도 1호선,홍대입구,11147,11123,22270,11
2022-11-01,공항철도 1호선,서울역,9538,8607,18145,11
2022-11-01,경의선,홍대입구,1951,2246,4197,11
2022-11-01,경의선,서울역,5398,6822,12220,11
2022-11-01,경부선,가산디지털단지,20078,23507,43585,11
2022-11-01,경부선,서울역,6504,2154,8658,11
2022-11-01,9호선,고속터미널,12863,16656,29519,11
2022-11-01,8호선,잠실(송파구청),14485,17120,31605,11
2022-11-01,7호선,가산디지털단지,48893,49190,98083,11
2022-11-01,1호선,서울역,50185,48097,98282,11
2022-11-01,2호선,잠실(송파구청),74001,74239,148240,11
2022-11-01,2호선,선릉,64058,56658,120716,11
2022-11-01,2호선,강남,81819,78721,160540,11
2022-11-01,2호선,사당,40214,44296,84510,11
2022-11-01,2호선,신림,59646,57503,117149,11
2022-11-01,2호선,구로디지털단지,64022,63796,127818,11
2022-11-01,2호선,홍대입구,59513,62132,121645,11
2022-11-01,3호선,고속터미널,40259,38727,78986,11
2022-11-01,4호선,서울역,13298,19385,32683,11
2022-11-01,4호선,사당,27619,23385,51004,11
2022-11-02,공항철도 1호선,서울역,9975,8792,18767,11
2022-11-02,공항철도 1호선,홍대입구,11398,11470,22868,11
2022-11-02,분당선,선릉,15484,23067,38551,11
2022-11-02,신림선,신림,1709,2316,4025,11
2022-11-02,2호선,구로디지털단지,64199,63889,128088,11
2022-11-02,2호선,홍대입구,60105,63347,123452,11
2022-11-02,3호선,고속터미널,41213,39392,80605,11
2022-11-02,4호선,서울역,13582,20190,33772,11
2022-11-02,4호선,사당,28232,23795,52027,11
2022-11-02,1호선,서울역,50193,49702,99895,11
2022-11-02,2호선,잠실(송파구청),76137,76461,152598,11
2022-11-02,2호선,선릉,64161,56780,120941,11
2022-11-02,2호선,강남,82572,79724,162296,11
2022-11-02,2호선,사당,41240,44990,86230,11
2022-11-02,2호선,신림,60903,58629,119532,11
2022-11-02,7호선,고속터미널,15655,13710,29365,11
2022-11-02,7호선,가산디지털단지,48777,49183,97960,11
2022-11-02,8호선,잠실(송파구청),14846,17638,32484,11
2022-11-02,9호선,고속터미널,13026,16629,29655,11
2022-11-02,경부선,서울역,6859,2208,9067,11
2022-11-02,경부선,가산디지털단지,20232,23195,43427,11
2022-11-02,경의선,서울역,5355,6840,12195,11
2022-11-02,경의선,홍대입구,1963,2156,4119,11
2022-11-03,신림선,신림,1656,2347,4003,11
2022-11-03,7호선,고속터미널,16462,13869,30331,11
2022-11-03,7호선,가산디지털단지,48839,49172,98011,11
2022-11-03,8호선,잠실(송파구청),14938,17793,32731,11
2022-11-03,9호선,고속터미널,13856,17390,31246,11
2022-11-03,경부선,서울역,7565,2547,10112,11
2022-11-03,경부선,가산디지털단지,19992,23014,43006,11
2022-11-03,1호선,서울역,52637,50876,103513,11
2022-11-03,2호선,잠실(송파구청),75566,76213,151779,11
2022-11-03,2호선,선릉,63620,56795,120415,11
2022-11-03,2호선,강남,84018,81368,165386,11
2022-11-03,2호선,사당,42175,46346,88521,11
2022-11-03,2호선,신림,60457,57757,118214,11
2022-11-03,2호선,구로디지털단지,64328,64001,128329,11
2022-11-03,2호선,홍대입구,62497,66206,128703,11
2022-11-03,3호선,고속터미널,43358,41509,84867,11
2022-11-03,4호선,서울역,13567,20491,34058,11
2022-11-03,4호선,사당,28618,24325,52943,11
2022-11-03,분당선,선릉,15104,22870,37974,11
2022-11-03,공항철도 1호선,홍대입구,11465,11726,23191,11
2022-11-03,공항철도 1호선,서울역,11224,9272,20496,11
2022-11-03,경의선,홍대입구,1906,2309,4215,11
2022-11-03,경의선,서울역,5367,6870,12237,11
2022-11-04,신림선,신림,1695,2318,4013,11
2022-11-04,분당선,선릉,14582,22242,36824,11
2022-11-04,공항철도 1호선,홍대입구,12787,13674,26461,11
2022-11-04,공항철도 1호선,서울역,13042,11894,24936,11
2022-11-04,경의선,홍대입구,2085,2566,4651,11
2022-11-04,경의선,서울역,5366,6948,12314,11
2022-11-04,경부선,가산디지털단지,19462,22846,42308,11
2022-11-04,경부선,서울역,10538,3660,14198,11
2022-11-04,9호선,고속터미널,15545,22300,37845,11
2022-11-04,8호선,잠실(송파구청),16233,19678,35911,11
2022-11-04,7호선,가산디지털단지,48849,48216,97065,11
2022-11-04,7호선,고속터미널,20073,15815,35888,11
2022-11-04,1호선,서울역,59662,59072,118734,11
2022-11-04,2호선,잠실(송파구청),83473,83698,167171,11
2022-11-04,2호선,선릉,62282,55237,117519,11
2022-11-04,2호선,강남,88889,88337,177226,11
2022-11-04,2호선,사당,43651,48813,92464,11
2022-11-04,2호선,신림,63145,60652,123797,11
2022-11-04,2호선,구로디지털단지,64654,64559,129213,11
2022-11-04,2호선,홍대입구,68539,76695,145234,11
2022-11-04,3호선,고속터미널,53308,55282,108590,11
2022-11-04,4호선,서울역,13176,23395,36571,11
2022-11-04,4호선,사당,30371,26145,56516,11
2022-11-05,1호선,서울역,46683,46301,92984,11
2022-11-05,2호선,잠실(송파구청),76217,74064,150281,11
2022-11-05,2호선,선릉,27425,24010,51435,11
2022-11-05,2호선,강남,59847,59447,119294,11
2022-11-05,2호선,사당,36403,42475,78878,11
2022-11-05,2호선,신림,49838,47289,97127,11
2022-11-05,2호선,구로디지털단지,38035,37220,75255,11
2022-11-05,2호선,홍대입구,75495,85241,160736,11
2022-11-05,신림선,신림,1396,2003,3399,11
2022-11-05,분당선,선릉,5522,8891,14413,11
2022-11-05,공항철도 1호선,홍대입구,14937,15382,30319,11
2022-11-05,공항철도 1호선,서울역,12257,11706,23963,11
2022-11-05,경의선,홍대입구,2236,2910,5146,11
2022-11-05,3호선,고속터미널,56560,58118,114678,11
2022-11-05,경의선,서울역,1731,2001,3732,11
2022-11-05,4호선,서울역,7607,19535,27142,11
2022-11-05,경부선,가산디지털단지,7284,9951,17235,11
2022-11-05,경부선,서울역,11037,2876,13913,11
2022-11-05,9호선,고속터미널,15578,23306,38884,11
2022-11-05,8호선,잠실(송파구청),14440,17099,31539,11
2022-11-05,7호선,가산디지털단지,16828,15221,32049,11
2022-11-05,7호선,고속터미널,18024,13467,31491,11
2022-11-05,4호선,사당,25861,22873,48734,11
2022-11-06,4호선,서울역,5854,15529,21383,11
2022-11-06,4호선,사당,18949,16834,35783,11
2022-11-06,경의선,서울역,1406,1412,2818,11
2022-11-06,경의선,홍대입구,1880,2388,4268,11
2022-11-06,경부선,가산디지털단지,5757,7677,13434,11
2022-11-06,경부선,서울역,9040,2446,11486,11
2022-11-06,신림선,신림,1118,1649,2767,11
2022-11-06,7호선,고속터미널,16324,9678,26002,11
2022-11-06,7호선,가산디지털단지,12660,11468,24128,11
2022-11-06,8호선,잠실(송파구청),11658,13484,25142,11
2022-11-06,3호선,고속터미널,49738,46007,95745,11
2022-11-06,분당선,선릉,3209,4981,8190,11
2022-11-06,공항철도 1호선,홍대입구,12331,11377,23708,11
2022-11-06,공항철도 1호선,서울역,10892,11046,21938,11
2022-11-06,9호선,고속터미널,13074,18708,31782,11
2022-11-06,1호선,서울역,35989,37105,73094,11
2022-11-06,2호선,잠실(송파구청),57172,54136,111308,11
2022-11-06,2호선,선릉,15407,13250,28657,11
2022-11-06,2호선,강남,34701,33554,68255,11
2022-11-06,2호선,사당,25762,28491,54253,11
2022-11-06,2호선,신림,37842,36484,74326,11
2022-11-06,2호선,구로디지털단지,27950,27027,54977,11
2022-11-06,2호선,홍대입구,56992,57106,114098,11
2022-11-07,신림선,신림,1613,2287,3900,11
2022-11-07,분당선,선릉,14693,22430,37123,11
2022-11-07,공항철도 1호선,홍대입구,10856,10680,21536,11
2022-11-07,공항철도 1호선,서울역,10440,9174,19614,11
2022-11-07,경의선,홍대입구,1778,1976,3754,11
2022-11-07,경의선,서울역,5129,7145,12274,11
2022-11-07,경부선,가산디지털단지,17760,21286,39046,11
2022-11-07,경부선,서울역,5731,2221,7952,11
2022-11-07,9호선,고속터미널,13765,19457,33222,11
2022-11-07,8호선,잠실(송파구청),14167,16568,30735,11
2022-11-07,7호선,가산디지털단지,50769,50322,101091,11
2022-11-07,7호선,고속터미널,18949,14796,33745,11
2022-11-07,4호선,사당,28055,23583,51638,11
2022-11-07,4호선,서울역,13586,19948,33534,11
2022-11-07,3호선,고속터미널,45742,44638,90380,11
2022-11-07,2호선,홍대입구,55672,58553,114225,11
2022-11-07,2호선,구로디지털단지,63405,62675,126080,11
2022-11-07,2호선,신림,58370,56087,114457,11
2022-11-07,2호선,사당,40165,43682,83847,11
2022-11-07,2호선,강남,80522,76888,157410,11
2022-11-07,2호선,선릉,61742,54812,116554,11
2022-11-07,2호선,잠실(송파구청),69077,68784,137861,11
2022-11-07,1호선,서울역,52389,47370,99759,11
2022-11-08,1호선,서울역,50378,48616,98994,11
2022-11-08,2호선,잠실(송파구청),77519,76146,153665,11
2022-11-08,2호선,선릉,63623,56622,120245,11
2022-11-08,2호선,강남,83517,80476,163993,11
2022-11-08,2호선,사당,41965,45754,87719,11
2022-11-08,2호선,신림,60338,57997,118335,11
2022-11-08,2호선,구로디지털단지,64215,64023,128238,11
2022-11-08,2호선,홍대입구,58230,61641,119871,11
2022-11-08,3호선,고속터미널,41926,40071,81997,11
2022-11-08,4호선,서울역,13315,19161,32476,11
2022-11-08,4호선,사당,28549,23796,52345,11
2022-11-08,7호선,고속터미널,16594,14450,31044,11
2022-11-08,7호선,가산디지털단지,49547,50050,99597,11
2022-11-08,8호선,잠실(송파구청),15133,17662,32795,11
2022-11-08,9호선,고속터미널,13120,16794,29914,11
2022-11-08,경부선,서울역,7022,2225,9247,11
2022-11-08,경부선,가산디지털단지,19688,22495,42183,11
2022-11-08,경의선,서울역,5304,6913,12217,11
2022-11-08,경의선,홍대입구,1887,2214,4101,11
2022-11-08,공항철도 1호선,서울역,9778,8785,18563,11
2022-11-08,공항철도 1호선,홍대입구,11015,11122,22137,11
2022-11-08,분당선,선릉,15208,22983,38191,11
2022-11-08,신림선,신림,1722,2276,3998,11
2022-11-09,1호선,서울역,50576,49559,100135,11
2022-11-09,2호선,잠실(송파구청),78955,77253,156208,11
2022-11-09,2호선,선릉,63460,56106,119566,11
2022-11-09,2호선,강남,82637,79904,162541,11
2022-11-09,2호선,사당,42027,45763,87790,11
2022-11-09,2호선,신림,60827,58630,119457,11
2022-11-09,2호선,구로디지털단지,64226,64191,128417,11
2022-11-09,2호선,홍대입구,59814,63201,123015,11
2022-11-09,3호선,고속터미널,41841,40042,81883,11
2022-11-09,4호선,서울역,13283,19575,32858,11
2022-11-09,4호선,사당,28688,24082,52770,11
2022-11-09,7호선,고속터미널,16188,14086,30274,11
2022-11-09,7호선,가산디지털단지,48801,49198,97999,11
2022-11-09,8호선,잠실(송파구청),15445,17879,33324,11
2022-11-09,9호선,고속터미널,13397,16850,30247,11
2022-11-09,경부선,서울역,7035,2179,9214,11
2022-11-09,경부선,가산디지털단지,19940,22774,42714,11
2022-11-09,경의선,서울역,5303,6922,12225,11
2022-11-09,경의선,홍대입구,1906,2192,4098,11
2022-11-09,공항철도 1호선,서울역,10190,8608,18798,11
2022-11-09,공항철도 1호선,홍대입구,11174,11389,22563,11
2022-11-09,분당선,선릉,14931,22728,37659,11
2022-11-09,신림선,신림,1685,2380,4065,11
2022-11-10,1호선,서울역,53405,51659,105064,11
2022-11-10,2호선,잠실(송파구청),80178,78452,158630,11
2022-11-10,2호선,선릉,63532,56445,119977,11
2022-11-10,2호선,강남,83928,81305,165233,11
2022-11-10,2호선,사당,42882,46964,89846,11
2022-11-10,2호선,신림,60949,58474,119423,11
2022-11-10,2호선,구로디지털단지,64320,64232,128552,11
2022-11-10,2호선,홍대입구,61666,66019,127685,11
2022-11-10,3호선,고속터미널,44057,42078,86135,11
2022-11-10,4호선,서울역,13428,20469,33897,11
2022-11-10,4호선,사당,28889,24603,53492,11
2022-11-10,7호선,고속터미널,17504,14778,32282,11
2022-11-10,7호선,가산디지털단지,48752,49394,98146,11
2022-11-10,8호선,잠실(송파구청),15356,18490,33846,11
2022-11-10,9호선,고속터미널,13820,17559,31379,11
2022-11-10,경부선,서울역,7951,2506,10457,11
2022-11-10,경부선,가산디지털단지,19921,23061,42982,11
2022-11-10,경의선,서울역,5323,6891,12214,11
2022-11-10,경의선,홍대입구,1912,2311,4223,11
2022-11-10,공항철도 1호선,서울역,11141,9315,20456,11
2022-11-10,공항철도 1호선,홍대입구,11381,11686,23067,11
2022-11-10,분당선,선릉,15118,22698,37816,11
2022-11-10,신림선,신림,1678,2279,3957,11
2022-11-11,1호선,서울역,58928,59230,118158,11
