날짜,노선,최대지연시간
2023-08-02,7호선 (장암행),25분
2023-08-03,2호선 (외선),5분
2023-08-03,3호선 (상행선),10분
2023-08-03,3호선 (하행선),10분
2023-08-03,4호선 (상행선),10분
2023-08-03,4호선 (하행선),15분
2023-08-04,2호선 (외선),10분
2023-08-04,3호선 (하행선),10분
2023-08-04,3호선 (상행선),5분
2023-08-04,4호선 (하행선),5분
2023-08-04,4호선 (상행선),10분
2023-08-06,4호선 (하행선),10분
2023-08-06,4호선 (상행선),15분
2023-08-07,3호선 (상행선),10분
2023-08-07,3호선 (하행선),5분
2023-08-07,4호선 (상행선),15분
2023-08-07,4호선 (하행선),10분
2023-08-08,1호선 (하행선),5분
2023-08-08,1호선 (상행선),5분
2023-08-08,2호선 (외선),10분
2023-08-08,3호선 (하행선),5분
2023-08-08,3호선 (상행선),5분
2023-08-08,4호선 (하행선),10분
2023-08-08,4호선 (상행선),10분
2023-08-09,3호선 (하행선),10분
2023-08-09,3호선 (상행선),10분
2023-08-09,4호선 (하행선),10분
2023-08-09,4호선 (상행선),10분
2023-08-10,3호선 (하행선),10분
2023-08-10,3호선 (상행선),10분
2023-08-10,4호선 (하행선),10분
2023-08-10,4호선 (상행선),15분
2023-08-11,1호선 (하행선),10분
2023-08-11,1호선 (상행선),5분
2023-08-11,2호선 (외선),10분
2023-08-11,3호선 (상행선),10분
2023-08-11,3호선 (하행선),10분
2023-08-11,4호선 (상행선),10분
2023-08-11,4호선 (하행선),15분
2023-08-12,3호선 (하행선),5분
2023-08-14,2호선 (외선),5분
2023-08-14,3호선 (하행선),10분
2023-08-14,3호선 (상행선),5분
2023-08-14,4호선 (하행선),10분
2023-08-14,4호선 (상행선),10분
2023-08-14,5호선 (방화행),5분
2023-08-15,3호선 (상행선),5분
2023-08-15,3호선 (하행선),5분
2023-08-15,4호선 (상행선),5분
2023-08-15,4호선 (하행선),5분
2023-08-15,7호선 (부천구청행),10분
2023-08-16,1호선 (하행선),5분
2023-08-16,1호선 (상행선),5분
2023-08-16,2호선 (외선),10분
2023-08-16,2호선 (내선),10분
2023-08-16,3호선 (하행선),10분
2023-08-16,3호선 (상행선),10분
2023-08-16,4호선 (하행선),5분
2023-08-16,4호선 (상행선),10분
2023-08-16,7호선 (장암행),10분
2023-08-17,2호선 (외선),10분
2023-08-17,2호선 (내선),5분
2023-08-17,2호선 (외선),15분
2023-08-17,3호선 (하행선),10분
2023-08-17,3호선 (상행선),5분
2023-08-17,4호선 (하행선),10분
2023-08-17,4호선 (상행선),10분
2023-08-17,7호선 (온수행),10분
2023-08-17,7호선 (온수행),10분
2023-08-18,1호선 (하행선),5분
2023-08-18,1호선 (상행선),10분
2023-08-18,2호선 (외선),10분
2023-08-20,3호선 (하행선),5분
2023-08-20,3호선 (상행선),5분
2023-08-20,4호선 (하행선),5분
2023-08-20,4호선 (상행선),5분
2023-08-21,1호선 (하행선),10분
2023-08-21,1호선 (상행선),15분
2023-08-21,2호선 (외선),5분
2023-08-21,3호선 (하행선),10분
2023-08-21,3호선 (상행선),10분
2023-08-21,4호선 (하행선),10분
2023-08-21,4호선 (상행선),10분
2023-08-22,5호선 (방화행),5분
2023-08-22,7호선 (부천구청행),10분
2023-08-22,7호선 (온수행),10분
2023-08-22,7호선 (장암행),10분
2023-08-23,3호선 (하행선),10분
2023-08-23,3호선 (상행선),10분
2023-08-23,3호선 (하행선),10분
2023-08-23,4호선 (상행선),10분
2023-08-23,4호선 (하행선),10분
2023-08-23,7호선 (부천구청행),5분
2023-08-23,7호선 (온수행),5분
2023-08-24,1호선 (상행선),25분
2023-08-24,1호선 (하행선),15분
2023-08-24,2호선 (외선),10분
2023-08-24,3호선 (하행선),10분
2023-08-24,3호선 (상행선),10분
2023-08-24,4호선 (하행선),10분
2023-08-24,4호선 (상행선),10분
2023-08-25,1호선 (하행선),10분
2023-08-25,1호선 (상행선),25분
2023-08-25,2호선 (외선),10분
2023-08-25,2호선 (내선),5분
2023-08-25,3호선 (하행선),10분
2023-08-25,3호선 (상행선),10분
2023-08-25,4호선 (하행선),10분
2023-08-25,4호선 (상행선),10분
2023-08-26,2호선 (외선),10분
2023-08-26,2호선 (내선),5분
2023-08-28,1호선 (하행선),15분
2023-08-28,1호선 (상행선),25분
2023-08-28,2호선 (내선),5분
2023-08-28,2호선 (외선),15분
2023-08-28,3호선 (하행선),10분
2023-08-28,3호선 (상행선),10분
2023-08-28,4호선 (하행선),10분
2023-08-28,4호선 (상행선),15분
2023-08-29,1호선 (하행선),15분
2023-08-29,1호선 (상행선),20분
2023-08-29,2호선 (외선),10분
2023-08-29,3호선 (하행선),10분
2023-08-29,3호선 (상행선),10분
2023-08-29,4호선 (하행선),15분
2023-08-29,4호선 (상행선),10분
2023-08-29,7호선 (장암행),5분
2023-08-29,7호선 (부천구청행),10분
2023-08-29,7호선 (부천구청행),10분
2023-08-29,7호선 (온수행),10분
2023-08-30,1호선 (하행선),15분
2023-08-30,1호선 (상행선),20분
2023-08-30,2호선 (내선),5분
2023-08-30,2호선 (외선),10분
2023-08-30,3호선 (상행선),15분
2023-08-30,3호선 (하행선),20분
2023-08-31,1호선 (하행선),15분
2023-08-31,1호선 (상행선),20분
2023-08-31,2호선 (내선),5분
2023-08-31,2호선 (외선),10분
2023-08-31,3호선 (상행선),10분
2023-08-31,3호선 (하행선),10분
2023-08-31,4호선 (상행선),20분
2023-08-31,4호선 (하행선),10분
