날짜,노선,최대지연시간
2022-11-09,4호선 (하행선),15분
2022-11-09,5호선 (마천행),30분
2022-11-09,5호선 (방화행),30분
2022-11-09,5호선 (상일동행),30분
2022-11-10,1호선 (상행선),10분
2022-11-10,1호선 (하행선),5분
2022-11-10,2호선 (외선),10분
2022-11-10,3호선 (상행선),5분
2022-11-10,3호선 (하행선),5분
2022-11-10,4호선 (상행선),10분
2022-11-10,4호선 (하행선),10분
2022-11-10,5호선 (마천행),10분
2022-11-10,5호선 (마천행),25분
2022-11-10,5호선 (방화행),30분
2022-11-10,5호선 (방화행),30분
2022-11-10,5호선 (상일동행),10분
2022-11-10,5호선 (상일동행),25분
2022-11-10,6호선 (봉화산행),5분
2022-11-10,6호선 (응암순환행),5분
2022-11-10,7호선 (부천구청행),5분
2022-11-10,7호선 (부천구청행),15분
2022-11-10,7호선 (온수행),10분
2022-11-10,7호선 (온수행),15분
2022-11-10,7호선 (장암행),5분
2022-11-10,7호선 (장암행),5분
2022-11-11,2호선 (내선),5분
2022-11-11,2호선 (외선),10분
2022-11-11,3호선 (상행선),10분
2022-11-11,3호선 (하행선),15분
2022-11-11,4호선 (상행선),15분
2022-11-11,4호선 (상행선),15분
2022-11-11,4호선 (하행선),15분
2022-11-11,4호선 (하행선),5분
2022-11-14,1호선 (상행선),10분
2022-11-14,1호선 (하행선),10분
2022-11-14,2호선 (외선),10분
2022-11-14,3호선 (상행선),10분
2022-11-14,3호선 (하행선),10분
2022-11-14,4호선 (상행선),10분
2022-11-14,4호선 (하행선),10분
2022-11-14,5호선 (마천행),5분
2022-11-14,5호선 (상일동행),5분
2022-11-14,6호선 (봉화산행),5분
2022-11-14,6호선 (응암순환행),5분
2022-11-14,7호선 (부천구청행),5분
2022-11-14,7호선 (온수행),5분
2022-11-14,7호선 (장암행),5분
2022-11-15,2호선 (내선),10분
2022-11-15,2호선 (외선),15분
2022-11-15,5호선 (방화행),5분
2022-11-15,7호선 (부천구청행),5분
2022-11-15,7호선 (온수행),5분
2022-11-15,7호선 (장암행),10분
2022-11-16,1호선 (상행선),10분
2022-11-16,1호선 (하행선),10분
2022-11-16,2호선 (외선),10분
2022-11-16,3호선 (상행선),30분
2022-11-16,3호선 (하행선),20분
2022-11-16,4호선 (상행선),30분
2022-11-16,4호선 (상행선),10분
2022-11-16,4호선 (하행선),30분
2022-11-16,4호선 (하행선),10분
2022-11-17,2호선 (외선),5분
2022-11-17,3호선 (상행선),5분
2022-11-17,3호선 (하행선),5분
2022-11-17,4호선 (상행선),10분
2022-11-17,4호선 (하행선),10분
2022-11-18,1호선 (상행선),5분
2022-11-18,1호선 (하행선),10분
2022-11-18,2호선 (외선),5분
2022-11-18,3호선 (상행선),5분
2022-11-18,3호선 (하행선),10분
2022-11-18,4호선 (상행선),10분
2022-11-18,4호선 (하행선),10분
2022-11-19,5호선 (방화행),10분
2022-11-21,1호선 (상행선),20분
2022-11-21,1호선 (하행선),25분
2022-11-21,3호선 (상행선),10분
2022-11-21,3호선 (하행선),5분
2022-11-21,4호선 (상행선),15분
2022-11-21,4호선 (하행선),10분
2022-11-22,1호선 (상행선),5분
2022-11-22,1호선 (하행선),10분
2022-11-22,2호선 (외선),10분
2022-11-22,3호선 (상행선),10분
2022-11-22,3호선 (하행선),10분
2022-11-22,4호선 (상행선),10분
2022-11-22,4호선 (하행선),20분
2022-11-22,6호선 (봉화산행),5분
2022-11-22,6호선 (봉화산행),5분
2022-11-22,6호선 (응암순환행),5분
2022-11-22,6호선 (응암순환행),5분
2022-11-22,7호선 (부천구청행),5분
2022-11-22,7호선 (온수행),5분
2022-11-22,7호선 (장암행),5분
2022-11-23,2호선 (외선),10분
2022-11-23,4호선 (상행선),15분
2022-11-23,4호선 (상행선),15분
2022-11-23,4호선 (하행선),10분
2022-11-23,7호선 (부천구청행),5분
2022-11-23,7호선 (부천구청행),15분
2022-11-23,7호선 (온수행),5분
2022-11-23,7호선 (장암행),5분
2022-11-24,3호선 (상행선),5분
2022-11-24,3호선 (하행선),5분
2022-11-24,4호선 (상행선),10분
2022-11-24,4호선 (하행선),10분
2022-11-24,5호선 (마천행),15분
2022-11-24,5호선 (상일동행),15분
2022-11-25,3호선 (상행선),10분
2022-11-25,3호선 (하행선),10분
2022-11-25,4호선 (상행선),10분
2022-11-25,4호선 (하행선),10분
2022-11-28,1호선 (상행선),30분
2022-11-28,1호선 (하행선),20분
2022-11-28,2호선 (외선),10분
2022-11-28,3호선 (상행선),15분
2022-11-28,3호선 (하행선),20분
2022-11-28,4호선 (상행선),20분
2022-11-28,4호선 (하행선),15분
2022-11-28,7호선 (부천구청행),5분
2022-11-29,1호선 (상행선),30분
2022-11-29,1호선 (하행선),15분
2022-11-29,2호선 (내선),5분
2022-11-29,2호선 (외선),15분
2022-11-29,3호선 (상행선),15분
2022-11-29,3호선 (하행선),25분
2022-11-29,3호선 (하행선),15분
2022-11-29,4호선 (상행선),15분
2022-11-29,4호선 (하행선),25분
2022-11-29,5호선 (마천행),10분
2022-11-29,5호선 (마천행),10분
2022-11-29,5호선 (방화행),10분
2022-11-29,5호선 (상일동행),10분
2022-11-29,5호선 (상일동행),10분
2022-11-29,7호선 (부천구청행),5분
2022-11-29,7호선 (장암행),5분
2022-11-30,1호선 (상행선),30분
2022-11-30,1호선 (하행선),30분
2022-11-30,2호선 (외선),10분
2022-11-30,3호선 (상행선),15분
2022-11-30,3호선 (하행선),20분
2022-11-30,4호선 (상행선),20분
2022-11-30,4호선 (하행선),25분
2022-11-30,5호선 (마천행),5분
2022-11-30,5호선 (상일동행),5분
2022-11-30,6호선 (봉화산행),5분
2022-11-30,6호선 (봉화산행),5분
2022-11-30,6호선 (응암순환행),5분
2022-11-30,6호선 (응암순환행),5분
2022-11-30,7호선 (부천구청행),10분
2022-11-30,7호선 (부천구청행),5분
2022-11-30,7호선 (온수행),10분
2022-11-30,7호선 (온수행),5분
2022-11-30,7호선 (장암행),10분
2022-11-30,7호선 (장암행),5분
2022-12-01,1호선 (상행선),30분
2022-12-01,1호선 (하행선),30분
2022-12-01,2호선 (내선),5분
2022-12-01,2호선 (외선),10분
2022-12-01,3호선 (상행선),5분
2022-12-01,3호선 (하행선),5분
2022-12-01,4호선 (상행선),15분
2022-12-01,4호선 (하행선),10분
2022-12-01,5호선 (마천행),30분
2022-12-01,5호선 (방화행),5분
2022-12-01,5호선 (방화행),5분
2022-12-01,5호선 (상일동행),30분
2022-12-01,7호선 (부천구청행),15분
2022-12-01,7호선 (온수행),15분
2022-12-01,7호선 (장암행),10분
2022-12-02,1호선 (상행선),10분
2022-12-02,1호선 (하행선),10분
2022-12-02,2호선 (외선),10분
2022-12-02,3호선 (상행선),10분
2022-12-02,3호선 (하행선),10분
2022-12-02,4호선 (상행선),30분
2022-12-02,4호선 (상행선),30분
2022-12-02,4호선 (하행선),30분
2022-12-02,4호선 (하행선),30분
2022-12-05,1호선 (상행선),10분
2022-12-05,1호선 (하행선),5분
2022-12-05,2호선 (내선),5분
2022-12-05,2호선 (외선),5분
2022-12-05,3호선 (상행선),5분
2022-12-05,3호선 (하행선),5분
2022-12-05,4호선 (상행선),15분
2022-12-05,4호선 (하행선),15분
2022-12-05,5호선 (마천행),10분
2022-12-05,7호선 (장암행),10분
2022-12-06,3호선 (상행선),10분
2022-12-06,3호선 (하행선),10분
2022-12-06,4호선 (상행선),15분
2022-12-06,4호선 (하행선),15분
2022-12-06,4호선 (하행선),15분
2022-12-07,3호선 (상행선),10분
2022-12-07,3호선 (상행선),15분
2022-12-07,3호선 (하행선),15분
2022-12-07,3호선 (하행선),15분
2022-12-07,4호선 (상행선),20분
2022-12-07,4호선 (하행선),15분
2022-12-07,8호선 (모란행),5분
2022-12-07,8호선 (모란행),10분
2022-12-08,1호선 (상행선),5분
2022-12-08,1호선 (하행선),5분
2022-12-08,2호선 (내선),10분
2022-12-08,2호선 (내선),10분
2022-12-08,2호선 (외선),10분
2022-12-08,2호선 (외선),15분
2022-12-08,3호선 (상행선),15분
2022-12-08,3호선 (하행선),10분
2022-12-08,4호선 (상행선),10분
2022-12-08,4호선 (하행선),15분
2022-12-08,5호선 (상일동행),10분
2022-12-08,6호선 (봉화산행),5분
2022-12-08,6호선 (응암순환행),5분
2022-12-08,7호선 (부천구청행),10분
2022-12-08,7호선 (부천구청행),5분
2022-12-08,7호선 (온수행),10분
2022-12-08,7호선 (온수행),5분
2022-12-08,7호선 (장암행),10분
2022-12-08,7호선 (장암행),5분
2022-12-09,2호선 (내선),10분
2022-12-09,3호선 (상행선),10분
2022-12-09,3호선 (하행선),10분
2022-12-09,4호선 (상행선),10분
2022-12-09,4호선 (하행선),10분
2022-12-09,6호선 (봉화산행),5분
2022-12-09,6호선 (응암순환행),5분
2022-12-09,7호선 (부천구청행),5분
2022-12-09,7호선 (온수행),5분
2022-12-09,7호선 (장암행),5분
2022-12-12,1호선 (상행선),10분
2022-12-12,1호선 (하행선),10분
2022-12-12,3호선 (상행선),5분
2022-12-12,3호선 (하행선),10분
2022-12-12,4호선 (상행선),30분
2022-12-12,4호선 (상행선),25분
2022-12-12,4호선 (하행선),30분
2022-12-12,4호선 (하행선),15분
2022-12-12,7호선 (부천구청행),5분
2022-12-12,7호선 (온수행),5분
2022-12-12,7호선 (장암행),5분
2022-12-13,1호선 (상행선),10분
2022-12-13,1호선 (하행선),10분
2022-12-13,2호선 (외선),10분
2022-12-13,3호선 (상행선),10분
2022-12-13,3호선 (상행선),5분
2022-12-13,3호선 (하행선),10분
2022-12-13,3호선 (하행선),10분
2022-12-13,4호선 (상행선),10분
2022-12-13,4호선 (하행선),10분
2022-12-13,7호선 (온수행),10분
2022-12-13,7호선 (장암행),10분
2022-12-14,1호선 (상행선),10분
2022-12-14,1호선 (하행선),10분
2022-12-14,2호선 (내선),10분
2022-12-14,2호선 (외선),10분
2022-12-14,3호선 (상행선),5분
2022-12-14,3호선 (하행선),10분
2022-12-14,4호선 (상행선),30분
2022-12-14,4호선 (하행선),25분
2022-12-14,6호선 (응암순환행),10분
2022-12-14,7호선 (부천구청행),5분
2022-12-14,7호선 (부천구청행),5분
2022-12-14,7호선 (온수행),5분
2022-12-14,7호선 (온수행),5분
2022-12-14,7호선 (장암행),5분
2022-12-14,7호선 (장암행),5분
2022-12-15,2호선 (외선),10분
2022-12-15,3호선 (상행선),10분
2022-12-15,3호선 (하행선),10분
2022-12-15,4호선 (상행선),10분
2022-12-15,4호선 (하행선),10분
2022-12-15,5호선 (마천행),10분
2022-12-15,5호선 (상일동행),10분
2022-12-16,1호선 (상행선),5분
2022-12-16,1호선 (하행선),5분
2022-12-16,2호선 (외선),5분
2022-12-16,3호선 (상행선),10분
2022-12-16,3호선 (하행선),10분
2022-12-16,4호선 (상행선),15분
2022-12-16,4호선 (하행선),15분
2022-12-16,7호선 (부천구청행),10분
2022-12-16,7호선 (부천구청행),10분
2022-12-16,7호선 (온수행),10분
2022-12-16,7호선 (온수행),10분
2022-12-17,7호선 (부천구청행),10분
2022-12-19,1호선 (상행선),10분
2022-12-19,1호선 (하행선),30분
2022-12-19,2호선 (외선),15분
2022-12-19,3호선 (상행선),10분
2022-12-19,3호선 (하행선),10분
2022-12-19,4호선 (상행선),10분
2022-12-19,4호선 (하행선),5분
2022-12-19,5호선 (마천행),10분
2022-12-19,5호선 (방화행),10분
2022-12-19,5호선 (상일동행),10분
2022-12-19,7호선 (부천구청행),20분
2022-12-19,7호선 (부천구청행),20분
2022-12-19,7호선 (온수행),20분
2022-12-19,7호선 (온수행),20분
2022-12-19,7호선 (장암행),20분
2022-12-19,7호선 (장암행),20분
2022-12-20,1호선 (상행선),10분
2022-12-20,1호선 (하행선),5분
2022-12-20,2호선 (외선),10분
2022-12-20,3호선 (상행선),5분
2022-12-20,3호선 (하행선),10분
2022-12-20,4호선 (상행선),15분
2022-12-20,4호선 (상행선),15분
2022-12-20,4호선 (하행선),15분
2022-12-20,5호선 (마천행),10분
2022-12-20,5호선 (상일동행),10분
2022-12-20,7호선 (부천구청행),5분
2022-12-20,7호선 (부천구청행),5분
2022-12-20,7호선 (온수행),5분
2022-12-20,7호선 (온수행),5분
2022-12-20,7호선 (장암행),5분
2022-12-20,7호선 (장암행),5분
2022-12-21,1호선 (상행선),25분
2022-12-21,1호선 (하행선),15분
2022-12-21,2호선 (내선),15분
2022-12-21,2호선 (외선),20분
2022-12-21,3호선 (상행선),10분
2022-12-21,3호선 (하행선),20분
2022-12-21,4호선 (상행선),20분
2022-12-21,4호선 (하행선),20분
2022-12-21,5호선 (마천행),5분
2022-12-21,5호선 (방화행),10분
2022-12-21,5호선 (상일동행),5분
2022-12-21,6호선 (봉화산행),5분
2022-12-21,6호선 (봉화산행),10분
2022-12-21,6호선 (응암순환행),5분
2022-12-21,6호선 (응암순환행),5분
2022-12-21,7호선 (부천구청행),20분
2022-12-21,7호선 (부천구청행),10분
2022-12-21,7호선 (부천구청행),20분
2022-12-21,7호선 (온수행),20분
2022-12-21,7호선 (온수행),10분
2022-12-21,7호선 (온수행),20분
2022-12-21,7호선 (장암행),20분
2022-12-21,7호선 (장암행),10분
2022-12-21,7호선 (장암행),15분
2022-12-22,1호선 (상행선),10분
2022-12-22,3호선 (상행선),5분
2022-12-22,3호선 (하행선),10분
2022-12-22,4호선 (상행선),20분
2022-12-22,4호선 (하행선),15분
2022-12-22,7호선 (부천구청행),30분
2022-12-22,7호선 (온수행),30분
2022-12-22,7호선 (장암행),30분
2022-12-23,1호선 (상행선),15분
2022-12-23,1호선 (상행선),10분
2022-12-23,1호선 (하행선),15분
2022-12-23,1호선 (하행선),10분
2022-12-23,2호선 (외선),5분
2022-12-23,3호선 (상행선),30분
2022-12-23,3호선 (하행선),30분
2022-12-23,4호선 (상행선),20분
2022-12-23,4호선 (상행선),20분
2022-12-23,4호선 (상행선),10분
2022-12-23,4호선 (하행선),20분
2022-12-23,4호선 (하행선),20분
2022-12-23,4호선 (하행선),10분
2022-12-24,6호선 (봉화산행),5분
2022-12-24,6호선 (응암순환행),5분
2022-12-25,5호선 (마천행),15분
2022-12-25,5호선 (방화행),15분
2022-12-25,5호선 (상일동행),15분
2022-12-26,7호선 (부천구청행),5분
2022-12-26,7호선 (온수행),5분
2022-12-26,7호선 (장암행),5분
2022-12-27,2호선 (외선),10분
2022-12-27,3호선 (상행선),5분
2022-12-27,3호선 (하행선),5분
2022-12-27,4호선 (상행선),15분
2022-12-27,4호선 (하행선),10분
2022-12-27,5호선 (마천행),10분
2022-12-27,5호선 (방화행),10분
2022-12-27,5호선 (상일동행),10분
2022-12-28,1호선 (상행선),10분
2022-12-28,1호선 (하행선),10분
2022-12-28,2호선 (외선),10분
2022-12-28,3호선 (상행선),5분
2022-12-28,3호선 (하행선),10분
2022-12-28,4호선 (상행선),10분
2022-12-28,4호선 (상행선),15분
2022-12-28,4호선 (하행선),10분
2022-12-28,4호선 (하행선),15분
2022-12-28,6호선 (봉화산행),5분
2022-12-28,6호선 (응암순환행),5분
2022-12-29,2호선 (외선),10분
2022-12-29,6호선 (봉화산행),10분
2022-12-29,6호선 (응암순환행),10분
2023-01-01,7호선 (부천구청행),5분
2023-01-01,7호선 (온수행),5분
2023-01-01,7호선 (장암행),5분
2023-01-02,2호선 (외선),20분
2023-01-02,7호선 (부천구청행),5분
2023-01-02,7호선 (온수행),5분
2023-01-02,7호선 (장암행),5분
2023-01-02,7호선 (부천구청행),10분
2023-01-02,7호선 (온수행),10분
2023-01-02,7호선 (장암행),10분
2023-01-03,1호선 (하행선),15분
2023-01-03,1호선 (상행선),10분
2023-01-03,2호선 (외선),10분
2023-01-03,3호선 (하행선),5분
2023-01-03,3호선 (상행선),5분
2023-01-03,4호선 (하행선),10분
2023-01-03,4호선 (상행선),5분
2023-01-03,5호선 (상일동행),10분
2023-01-03,5호선 (마천행),10분
2023-01-03,7호선 (장암행),5분
2023-01-03,7호선 (부천구청행),5분
2023-01-03,7호선 (온수행),5분
2023-01-03,8호선 (모란행),10분
2023-01-04,1호선 (하행선),5분
2023-01-04,1호선 (상행선),5분
2023-01-04,2호선 (외선),15분
2023-01-04,3호선 (하행선),10분
2023-01-04,3호선 (상행선),10분
2023-01-04,4호선 (하행선),10분
2023-01-04,4호선 (상행선),5분
2023-01-04,5호선 (상일동행),5분
2023-01-04,5호선 (마천행),5분
2023-01-05,1호선 (하행선),5분
2023-01-05,1호선 (상행선),10분
2023-01-05,2호선 (외선),10분
2023-01-05,3호선 (하행선),10분
2023-01-05,3호선 (상행선),5분
2023-01-05,4호선 (하행선),10분
2023-01-05,4호선 (상행선),5분
2023-01-05,5호선 (상일동행),5분
2023-01-06,2호선 (외선),10분
2023-01-06,3호선 (하행선),10분
2023-01-06,3호선 (상행선),5분
2023-01-09,1호선 (하행선),5분
2023-01-09,1호선 (상행선),5분
2023-01-09,2호선 (외선),10분
2023-01-09,3호선 (하행선),10분
2023-01-09,3호선 (상행선),10분
2023-01-09,4호선 (하행선),10분
2023-01-09,4호선 (상행선),5분
2023-01-09,7호선 (부천구청행),5분
2023-01-09,7호선 (온수행),5분
2023-01-09,7호선 (장암행),5분
2023-01-10,2호선 (외선),25분
2023-01-10,2호선 (외선),10분
2023-01-10,4호선 (하행선),10분
2023-01-10,4호선 (하행선),10분
2023-01-10,4호선 (상행선),5분
2023-01-10,4호선 (상행선),5분
2023-01-10,7호선 (부천구청행),5분
2023-01-10,7호선 (온수행),5분
2023-01-10,7호선 (장암행),5분
2023-01-10,7호선 (부천구청행),5분
2023-01-10,7호선 (온수행),5분
2023-01-10,7호선 (장암행),5분
2023-01-11,2호선 (외선),10분
2023-01-11,3호선 (하행선),10분
2023-01-11,3호선 (상행선),5분
2023-01-11,4호선 (상행선),10분
2023-01-11,4호선 (하행선),10분
2023-01-12,3호선 (하행선),10분
2023-01-12,3호선 (상행선),5분
2023-01-12,4호선 (하행선),5분
2023-01-12,4호선 (상행선),5분
2023-01-13,1호선 (하행선),20분
2023-01-13,1호선 (상행선),15분
2023-01-13,2호선 (외선),15분
2023-01-13,2호선 (내선),15분
2023-01-13,3호선 (하행선),5분
2023-01-13,3호선 (상행선),5분
2023-01-13,4호선 (하행선),25분
2023-01-13,4호선 (상행선),20분
2023-01-13,7호선 (부천구청행),5분
2023-01-13,7호선 (온수행),5분
2023-01-13,7호선 (장암행),5분
2023-01-13,7호선 (부천구청행),5분
2023-01-13,7호선 (온수행),5분
2023-01-16,2호선 (내선),5분
2023-01-16,2호선 (외선),10분
2023-01-16,3호선 (하행선),10분
2023-01-16,3호선 (상행선),5분
2023-01-16,4호선 (하행선),5분
2023-01-16,4호선 (상행선),5분
2023-01-17,1호선 (상행선),5분
2023-01-17,2호선 (내선),5분
2023-01-17,2호선 (외선),10분
2023-01-17,3호선 (하행선),5분
2023-01-17,3호선 (상행선),5분
2023-01-17,4호선 (하행선),10분
2023-01-17,4호선 (상행선),10분
2023-01-17,7호선 (부천구청행),5분
2023-01-17,7호선 (온수행),5분
2023-01-17,7호선 (장암행),5분
2023-01-17,8호선 (암사행),5분
2023-01-18,1호선 (하행선),5분
2023-01-18,1호선 (상행선),5분
2023-01-18,2호선 (내선),10분
2023-01-18,2호선 (외선),10분
2023-01-18,3호선 (하행선),15분
2023-01-18,3호선 (상행선),15분
2023-01-18,5호선 (방화행),10분
2023-01-18,7호선 (장암행),10분
2023-01-18,7호선 (장암행),20분
2023-01-19,1호선 (하행선),5분
2023-01-19,1호선 (상행선),10분
2023-01-19,2호선 (내선),5분
2023-01-19,2호선 (외선),10분
2023-01-19,3호선 (하행선),10분
2023-01-19,3호선 (상행선),15분
2023-01-19,4호선 (하행선),10분
2023-01-19,4호선 (상행선),15분
2023-01-20,1호선 (하행선),5분
2023-01-20,1호선 (상행선),10분
2023-01-20,2호선 (외선),5분
2023-01-20,2호선 (내선),5분
2023-01-24,1호선 (하행선),20분
2023-01-24,1호선 (상행선),5분
2023-01-25,1호선 (하행선),5분
2023-01-25,1호선 (상행선),10분
2023-01-25,2호선 (외선),10분
2023-01-25,3호선 (하행선),10분
2023-01-25,3호선 (상행선),10분
2023-01-25,4호선 (하행선),15분
2023-01-25,4호선 (상행선),15분
2023-01-25,6호선 (봉화산행),5분
2023-01-25,6호선 (응암순환행),5분
2023-01-25,6호선 (봉화산행),5분
2023-01-25,6호선 (응암순환행),5분
2023-01-25,7호선 (부천구청행),10분
2023-01-25,7호선 (온수행),10분
2023-01-25,7호선 (장암행),10분
2023-01-25,7호선 (부천구청행),10분
2023-01-25,7호선 (온수행),10분
2023-01-25,7호선 (장암행),10분
2023-01-26,1호선 (하행선),20분
2023-01-26,1호선 (상행선),20분
2023-01-26,2호선 (외선),15분
2023-01-26,2호선 (내선),10분
2023-01-26,4호선 (하행선),30분
2023-01-26,4호선 (상행선),25분
2023-01-26,4호선 (하행선),20분
2023-01-26,4호선 (상행선),20분
2023-01-26,5호선 (방화행),5분
2023-01-26,7호선 (부천구청행),5분
2023-01-26,7호선 (온수행),5분
2023-01-27,1호선 (하행선),10분
2023-01-27,1호선 (상행선),10분
2023-01-27,3호선 (하행선),10분
2023-01-27,3호선 (상행선),5분
2023-01-27,4호선 (하행선),10분
2023-01-27,4호선 (상행선),10분
2023-01-30,2호선 (외선),10분
2023-01-30,4호선 (하행선),10분
2023-01-30,4호선 (상행선),15분
2023-01-30,6호선 (응암순환행),5분
2023-01-31,1호선 (하행선),5분
2023-01-31,1호선 (상행선),5분
2023-01-31,2호선 (외선),10분
2023-01-31,3호선 (하행선),5분
2023-01-31,3호선 (상행선),5분
2023-01-31,4호선 (하행선),15분
2023-01-31,4호선 (상행선),10분
2023-01-31,7호선 (부천구청행),5분
2023-02-01,1호선 (하행선),10분
2023-02-01,1호선 (상행선),10분
2023-02-01,2호선 (외선),5분
2023-02-01,3호선 (하행선),10분
2023-02-01,3호선 (상행선),5분
2023-02-01,4호선 (하행선),10분
2023-02-01,4호선 (상행선),10분
2023-02-01,4호선 (하행선),25분
2023-02-01,4호선 (상행선),20분
2023-02-01,7호선 (부천구청행),5분
2023-02-02,1호선 (하행선),5분
2023-02-02,1호선 (상행선),5분
2023-02-02,2호선 (외선),10분
2023-02-02,3호선 (하행선),10분
2023-02-02,3호선 (상행선),5분
2023-02-02,4호선 (하행선),10분
2023-02-02,4호선 (상행선),10분
2023-02-02,4호선 (하행선),10분
2023-02-02,4호선 (상행선),10분
2023-02-02,5호선 (상일동행),5분
2023-02-02,5호선 (마천행),5분
2023-02-02,7호선 (부천구청행),5분
2023-02-02,7호선 (온수행),5분
2023-02-02,7호선 (장암행),5분
2023-02-02,7호선 (부천구청행),10분
2023-02-02,7호선 (온수행),10분
2023-02-02,7호선 (장암행),10분
2023-02-03,2호선 (외선),10분
2023-02-03,4호선 (상행선),20분
2023-02-03,4호선 (상행선),10분
2023-02-03,4호선 (하행선),10분
2023-02-03,7호선 (부천구청행),5분
2023-02-03,7호선 (온수행),5분
2023-02-03,7호선 (장암행),5분
2023-02-05,7호선 (장암행),5분
2023-02-06,1호선 (하행선),5분
2023-02-06,1호선 (상행선),5분
2023-02-06,2호선 (내선),10분
2023-02-06,2호선 (외선),10분
2023-02-06,3호선 (하행선),5분
2023-02-06,3호선 (상행선),5분
2023-02-06,4호선 (하행선),10분
2023-02-06,4호선 (상행선),15분
2023-02-06,7호선 (부천구청행),5분
2023-02-06,7호선 (장암행),5분
2023-02-06,7호선 (온수행),5분
2023-02-07,3호선 (하행선),5분
2023-02-07,3호선 (상행선),5분
2023-02-07,4호선 (하행선),10분
2023-02-07,4호선 (상행선),10분
2023-02-07,4호선 (하행선),10분
2023-02-07,4호선 (상행선),5분
2023-02-07,5호선 (마천행),5분
2023-02-07,5호선 (상일동행),5분
2023-02-07,5호선 (방화행),10분
2023-02-07,7호선 (부천구청행),5분
2023-02-07,7호선 (온수행),5분
2023-02-07,7호선 (장암행),5분
2023-02-08,1호선 (하행선),15분
2023-02-08,1호선 (상행선),15분
2023-02-08,2호선 (외선),10분
2023-02-08,2호선 (내선),5분
2023-02-08,3호선 (하행선),10분
2023-02-08,3호선 (상행선),10분
2023-02-08,4호선 (하행선),20분
2023-02-08,4호선 (상행선),20분
2023-02-08,7호선 (장암행),5분
2023-02-09,3호선 (하행선),5분
2023-02-09,3호선 (상행선),5분
2023-02-09,4호선 (하행선),5분
2023-02-09,4호선 (상행선),5분
2023-02-09,5호선 (방화행),10분
2023-02-10,1호선 (하행선),10분
2023-02-10,1호선 (상행선),10분
2023-02-10,2호선 (외선),10분
2023-02-10,2호선 (내선),5분
2023-02-10,3호선 (하행선),15분
2023-02-10,3호선 (상행선),10분
2023-02-10,4호선 (하행선),15분
2023-02-10,4호선 (상행선),15분
2023-02-10,4호선 (하행선),10분
2023-02-10,4호선 (상행선),15분
2023-02-10,5호선 (마천행),10분
2023-02-11,7호선 (부천구청행),5분
2023-02-11,7호선 (온수행),5분
2023-02-11,7호선 (장암행),5분
2023-02-12,5호선 (마천행),30분
2023-02-12,5호선 (상일동행),30분
2023-02-12,5호선 (방화행),30분
2023-02-12,7호선 (장암행),5분
2023-02-13,2호선 (외선),10분
2023-02-13,3호선 (하행선),5분
2023-02-13,3호선 (상행선),5분
2023-02-13,4호선 (하행선),5분
2023-02-13,4호선 (상행선),5분
2023-02-13,7호선 (장암행),5분
2023-02-13,7호선 (부천구청행),5분
2023-02-14,1호선 (하행선),5분
2023-02-14,1호선 (상행선),15분
2023-02-14,2호선 (외선),10분
2023-02-14,3호선 (하행선),5분
2023-02-14,3호선 (상행선),10분
2023-02-14,4호선 (하행선),10분
2023-02-14,4호선 (상행선),10분
2023-02-14,7호선 (부천구청행),5분
2023-02-14,7호선 (온수행),5분
2023-02-14,7호선 (장암행),5분
2023-02-15,2호선 (내선),5분
2023-02-15,2호선 (외선),10분
2023-02-16,1호선 (하행선),5분
2023-02-16,1호선 (상행선),10분
2023-02-16,2호선 (외선),10분
2023-02-16,3호선 (하행선),10분
2023-02-16,3호선 (상행선),5분
2023-02-16,4호선 (하행선),10분
2023-02-16,4호선 (상행선),10분
2023-02-17,3호선 (하행선),10분
2023-02-17,3호선 (상행선),5분
2023-02-17,4호선 (하행선),10분
2023-02-17,4호선 (상행선),10분
2023-02-18,7호선 (부천구청행),10분
2023-02-18,7호선 (온수행),10분
2023-02-18,7호선 (장암행),10분
2023-02-19,7호선 (부천구청행),10분
2023-02-19,7호선 (온수행),10분
2023-02-19,7호선 (장암행),10분
2023-02-20,1호선 (하행선),10분
2023-02-20,1호선 (상행선),5분
2023-02-20,2호선 (외선),5분
2023-02-20,3호선 (하행선),5분
2023-02-20,3호선 (상행선),5분
2023-02-20,4호선 (하행선),10분
2023-02-20,4호선 (상행선),10분
2023-02-20,7호선 (부천구청행),20분
2023-02-20,7호선 (온수행),20분
2023-02-20,7호선 (장암행),20분
2023-02-20,7호선 (부천구청행),20분
2023-02-20,7호선 (온수행),20분
2023-02-20,7호선 (장암행),20분
2023-02-21,2호선 (외선),15분
2023-02-21,3호선 (하행선),5분
2023-02-21,3호선 (상행선),10분
2023-02-21,4호선 (하행선),10분
2023-02-21,4호선 (상행선),5분
2023-02-21,5호선 (마천행),5분
2023-02-21,5호선 (상일동행),5분
2023-02-22,1호선 (하행선),10분
2023-02-22,1호선 (상행선),15분
2023-02-22,2호선 (내선),10분
2023-02-22,2호선 (내선),5분
2023-02-22,3호선 (하행선),10분
2023-02-22,3호선 (상행선),5분
2023-02-22,4호선 (하행선),10분
2023-02-22,4호선 (상행선),10분
2023-02-22,5호선 (방화행),5분
2023-02-22,7호선 (부천구청행),5분
2023-02-22,7호선 (온수행),5분
2023-02-22,7호선 (장암행),5분
2023-02-23,4호선 (하행선),10분
2023-02-23,4호선 (상행선),10분
2023-02-24,1호선 (하행선),5분
